IMAGE_FILENAME,INSECT_ID,DATASET,DPI,DRYMASS_MG,SPLIT,IS_VALID,w_estimate,nl_estimate,NOTES,FOREGROUND_PIXELS,ORIGINAL_IMAGE_FILENAME,SCALE,ROI_SIZE_MM,BF_cbrMG_MM,AREA_MM2
00_data/02_resized/biodiscover-S/1_193750_1_2021_01_19-15-50-19-229.jpg,193750_1,biodiscover-S,1277.6,0.047,val,True,,,,21802,00_data/01_segmented/biodiscover-S/1_193750_1_2021_01_19-15-50-19-229.png,0.8549618320610687,5.208829054477145,0.06928286650215178,8.61735455960201
00_data/02_resized/biodiscover-S/2_193750_1_2021_01_19-15-50-19-296.jpg,193750_1,biodiscover-S,1277.6,0.047,val,True,,,,14687,00_data/01_segmented/biodiscover-S/2_193750_1_2021_01_19-15-50-19-296.png,0.9256198347107438,4.811208515967439,0.07500872323786681,5.805113586683548
00_data/02_resized/biodiscover-S/1_193752_1_2021_01_19-15-57-29-910.jpg,193752_1,biodiscover-S,1277.6,0.012,train,True,,,,2546,00_data/01_segmented/biodiscover-S/1_193752_1_2021_01_19-15-57-29-910.png,2.8354430379746836,1.5706011271133375,0.14576765835603878,1.0063198196838234
00_data/02_resized/biodiscover-S/2_193752_1_2021_01_19-15-57-30-180.jpg,193752_1,biodiscover-S,1277.6,0.012,train,True,,,,1602,00_data/01_segmented/biodiscover-S/2_193752_1_2021_01_19-15-57-30-180.png,4.0,1.1133375078271759,0.20563651803798327,0.6331988810422172
00_data/02_resized/biodiscover-S/1_193754_1_2021_01_19-15-58-53-256.jpg,193754_1,biodiscover-S,1277.6,0.012,train,True,,,,1089,00_data/01_segmented/biodiscover-S/1_193754_1_2021_01_19-15-58-53-256.png,4.76595744680851,0.9344082654978084,0.24501372361972473,0.43043294722532743
00_data/02_resized/biodiscover-S/2_193754_1_2021_01_19-15-58-53-420.jpg,193754_1,biodiscover-S,1277.6,0.012,train,True,,,,2452,00_data/01_segmented/biodiscover-S/2_193754_1_2021_01_19-15-58-53-420.png,2.635294117647059,1.6898872886662493,0.13547817658973016,0.9691658279123074
00_data/02_resized/biodiscover-S/1_193755_1_2021_01_19-15-59-54-021.jpg,193755_1,biodiscover-S,1277.6,0.009,train,True,,,,2340,00_data/01_segmented/biodiscover-S/1_193755_1_2021_01_19-15-59-54-021.png,3.0684931506849313,1.4513149655604258,0.14332408005237368,0.9248972419717779
00_data/02_resized/biodiscover-S/2_193755_1_2021_01_19-15-59-54-208.jpg,193755_1,biodiscover-S,1277.6,0.009,train,True,,,,3625,00_data/01_segmented/biodiscover-S/2_193755_1_2021_01_19-15-59-54-208.png,2.604651162790698,1.7097683155917345,0.12165881213747999,1.432800214593032
00_data/02_resized/biodiscover-S/1_193756_1_2021_01_19-16-01-02-920.jpg,193756_1,biodiscover-S,1277.6,0.024,train,True,,,,6442,00_data/01_segmented/biodiscover-S/1_193756_1_2021_01_19-16-01-02-920.png,1.2513966480446927,3.558703819661866,0.08105476844344103,2.5462342020436726
00_data/02_resized/biodiscover-S/2_193756_1_2021_01_19-16-01-03-088.jpg,193756_1,biodiscover-S,1277.6,0.024,train,True,,,,5217,00_data/01_segmented/biodiscover-S/2_193756_1_2021_01_19-16-01-03-088.png,2.1538461538461537,2.0676268002504696,0.13950772645553794,2.0620465433191306
00_data/02_resized/biodiscover-S/1_193757_1_2021_01_19-16-02-52-684.jpg,193757_1,biodiscover-S,1277.6,1.779,train,True,,,,47080,00_data/01_segmented/biodiscover-S/1_193757_1_2021_01_19-16-02-52-684.png,0.4827586206896552,9.224796493425172,0.13135154596294202,18.608616304286883
00_data/02_resized/biodiscover-S/2_193757_1_2021_01_19-16-02-53-001.jpg,193757_1,biodiscover-S,1277.6,1.779,train,True,,,,52844,00_data/01_segmented/biodiscover-S/2_193757_1_2021_01_19-16-02-53-001.png,0.4838012958963283,9.204915466499687,0.1316352426064905,20.886867459297708
00_data/02_resized/biodiscover-S/1_193758_1_2021_01_19-16-12-52-651.jpg,193758_1,biodiscover-S,1277.6,0.782,train,True,,,,17477,00_data/01_segmented/biodiscover-S/1_193758_1_2021_01_19-16-12-52-651.png,1.0467289719626167,4.254539762053851,0.21654574982143213,6.907875682880668
00_data/02_resized/biodiscover-S/2_193758_1_2021_01_19-16-12-52-729.jpg,193758_1,biodiscover-S,1277.6,0.782,train,True,,,,13804,00_data/01_segmented/biodiscover-S/2_193758_1_2021_01_19-16-12-52-729.png,1.051643192488263,4.234658735128365,0.21756239653420886,5.456103217170266
00_data/02_resized/biodiscover-S/1_193759_1_2021_01_19-16-14-13-964.jpg,193759_1,biodiscover-S,1277.6,0.553,train,True,,,,27449,00_data/01_segmented/biodiscover-S/1_193759_1_2021_01_19-16-14-13-964.png,0.7021943573667712,6.342047589229806,0.12942322393004363,10.849360852514245
00_data/02_resized/biodiscover-S/2_193759_1_2021_01_19-16-14-14-076.jpg,193759_1,biodiscover-S,1277.6,0.553,train,True,,,,19296,00_data/01_segmented/biodiscover-S/2_193759_1_2021_01_19-16-14-14-076.png,0.797153024911032,5.5865685660613655,0.1469252969170246,7.6268449491826615
00_data/02_resized/biodiscover-S/1_193760_1_2021_01_19-16-15-15-448.jpg,193760_1,biodiscover-S,1277.6,0.293,train,True,,,,18525,00_data/01_segmented/biodiscover-S/1_193760_1_2021_01_19-16-15-15-448.png,0.6256983240223464,7.117407639323732,0.09331841777121103,7.322103165609908
00_data/02_resized/biodiscover-S/2_193760_1_2021_01_19-16-15-15-593.jpg,193760_1,biodiscover-S,1277.6,0.293,train,True,,,,29533,00_data/01_segmented/biodiscover-S/2_193760_1_2021_01_19-16-15-15-593.png,0.6345609065155807,7.018002504696305,0.09464020839119985,11.673072755193383
00_data/02_resized/biodiscover-S/1_193761_1_2021_01_19-16-16-16-260.jpg,193761_1,biodiscover-S,1277.6,1.529,train,True,,,,36607,00_data/01_segmented/biodiscover-S/1_193761_1_2021_01_19-16-16-16-260.png,0.691358024691358,6.441452723857232,0.17884851483756703,14.469108263615759
00_data/02_resized/biodiscover-S/2_193761_1_2021_01_19-16-16-16-371.jpg,193761_1,biodiscover-S,1277.6,1.529,train,True,,,,26530,00_data/01_segmented/biodiscover-S/2_193761_1_2021_01_19-16-16-16-371.png,0.6381766381766382,6.978240450845336,0.16509093677313877,10.486121294662935
00_data/02_resized/biodiscover-S/1_193763_1_2021_01_15-11-42-46-991.jpg,193763_1,biodiscover-S,1277.6,0.038,train,True,,,,4078,00_data/01_segmented/biodiscover-S/1_193763_1_2021_01_15-11-42-46-991.png,0.9068825910931174,4.910613650594866,0.06846344766690611,1.6118508345132097
00_data/02_resized/biodiscover-S/2_193763_1_2021_01_15-11-42-47-125.jpg,193763_1,biodiscover-S,1277.6,0.038,train,True,,,,4110,00_data/01_segmented/biodiscover-S/2_193763_1_2021_01_15-11-42-47-125.png,1.696969696969697,2.6242955541640574,0.12810963313428644,1.6244990019247894
00_data/02_resized/biodiscover-S/1_193764_1_2021_01_15-11-45-30-815.jpg,193764_1,biodiscover-S,1277.6,0.016,train,True,,,,9302,00_data/01_segmented/biodiscover-S/1_193764_1_2021_01_15-11-45-30-815.png,1.2873563218390804,3.45929868503444,0.07284257097229115,3.6766641644536233
00_data/02_resized/biodiscover-S/2_193764_1_2021_01_15-11-45-31-226.jpg,193764_1,biodiscover-S,1277.6,0.016,train,True,,,,8156,00_data/01_segmented/biodiscover-S/2_193764_1_2021_01_15-11-45-31-226.png,1.2043010752688172,3.6978710081402633,0.0681430502644014,3.2237016690264193
00_data/02_resized/biodiscover-S/1_193765_1_2021_01_15-10-46-18-342.jpg,193765_1,biodiscover-S,1277.6,0.087,train,True,,,,5027,00_data/01_segmented/biodiscover-S/1_193765_1_2021_01_15-10-46-18-342.png,1.8823529411764706,2.365842204132749,0.18729261038429784,1.986948049312875
00_data/02_resized/biodiscover-S/2_193765_1_2021_01_15-10-46-18-575.jpg,193765_1,biodiscover-S,1277.6,0.087,train,True,,,,5694,00_data/01_segmented/biodiscover-S/2_193765_1_2021_01_15-10-46-18-575.png,1.5555555555555556,2.8628678772698812,0.15477653219257947,2.250583288797993
00_data/02_resized/biodiscover-S/1_193953_1_2021_01_15-13-05-14-850.jpg,193953_1,biodiscover-S,1277.6,0.147,train,True,,,,7316,00_data/01_segmented/biodiscover-S/1_193953_1_2021_01_15-13-05-14-850.png,1.8064516129032258,2.4652473387601757,0.2140812406498047,2.8916872744724476
00_data/02_resized/biodiscover-S/2_193953_1_2021_01_15-13-05-14-919.jpg,193953_1,biodiscover-S,1277.6,0.147,train,True,,,,7681,00_data/01_segmented/biodiscover-S/2_193953_1_2021_01_15-13-05-14-919.png,1.2307692307692308,3.618346900438322,0.1458575485745922,3.0359554340107806
00_data/02_resized/biodiscover-S/1_194000_1_2021_01_15-14-20-19-419.jpg,194000_1,biodiscover-S,1277.6,1.273,train,True,,,,22286,00_data/01_segmented/biodiscover-S/1_194000_1_2021_01_15-14-20-19-419.png,0.9911504424778761,4.493112085159674,0.2412101332479353,8.808658091702155
00_data/02_resized/biodiscover-S/2_194000_1_2021_01_15-14-20-19-544.jpg,194000_1,biodiscover-S,1277.6,1.273,train,True,,,,18201,00_data/01_segmented/biodiscover-S/2_194000_1_2021_01_15-14-20-19-544.png,0.7249190938511327,6.143237319974953,0.17641906185771317,7.194040470567662
00_data/02_resized/biodiscover-S/1_194001_1_2021_01_15-14-20-58-990.jpg,194001_1,biodiscover-S,1277.6,0.852,val,True,,,,19891,00_data/01_segmented/biodiscover-S/1_194001_1_2021_01_15-14-20-58-990.png,0.8582375478927203,5.1889480275516595,0.1826980354558883,7.862021811991724
00_data/02_resized/biodiscover-S/2_194001_1_2021_01_15-14-20-59-051.jpg,194001_1,biodiscover-S,1277.6,0.852,val,True,,,,28808,00_data/01_segmented/biodiscover-S/2_194001_1_2021_01_15-14-20-59-051.png,0.9032258064516129,4.930494677520351,0.19227494860478567,11.386512712274778
00_data/02_resized/biodiscover-S/1_194002_1_2021_01_15-14-21-51-651.jpg,194002_1,biodiscover-S,1277.6,0.381,train,True,,,,9834,00_data/01_segmented/biodiscover-S/1_194002_1_2021_01_15-14-21-51-651.png,1.4,3.1809643080776455,0.22790273081014578,3.8869399476711384
00_data/02_resized/biodiscover-S/2_194002_1_2021_01_15-14-21-51-758.jpg,194002_1,biodiscover-S,1277.6,0.381,train,True,,,,8529,00_data/01_segmented/biodiscover-S/2_194002_1_2021_01_15-14-21-51-758.png,1.6,2.78334376956794,0.2604602637830237,3.371131870417647
00_data/02_resized/biodiscover-S/1_194003_1_2021_01_15-14-22-59-995.jpg,194003_1,biodiscover-S,1277.6,0.078,train,True,,,,5077,00_data/01_segmented/biodiscover-S/1_194003_1_2021_01_15-14-22-59-995.png,1.8512396694214877,2.4056042579837196,0.17761270032333112,2.006710810893469
00_data/02_resized/biodiscover-S/2_194003_1_2021_01_15-14-23-00-112.jpg,194003_1,biodiscover-S,1277.6,0.078,train,True,,,,3424,00_data/01_segmented/biodiscover-S/2_194003_1_2021_01_15-14-23-00-112.png,2.986666666666667,1.4910770194113965,0.2865484898549742,1.353353913039046
00_data/02_resized/biodiscover-S/1_194004_1_2021_01_15-14-49-45-529.jpg,194004_1,biodiscover-S,1277.6,0.137,test,True,,,,7528,00_data/01_segmented/biodiscover-S/1_194004_1_2021_01_15-14-49-45-529.png,1.435897435897436,3.1014402003757047,0.1662175119433638,2.9754813835741643
00_data/02_resized/biodiscover-S/2_194004_1_2021_01_15-14-49-45-594.jpg,194004_1,biodiscover-S,1277.6,0.137,test,True,,,,8535,00_data/01_segmented/biodiscover-S/2_194004_1_2021_01_15-14-49-45-594.png,1.4267515923566878,3.12132122730119,0.1651588016762086,3.3735034018073184
00_data/02_resized/biodiscover-S/1_194005_1_2021_01_15-14-50-47-079.jpg,194005_1,biodiscover-S,1277.6,0.041,train,True,,,,5127,00_data/01_segmented/biodiscover-S/1_194005_1_2021_01_15-14-50-47-079.png,1.4933333333333334,2.982154038822793,0.11562840803971065,2.026473572474062
00_data/02_resized/biodiscover-S/2_194005_1_2021_01_15-14-50-47-247.jpg,194005_1,biodiscover-S,1277.6,0.041,train,True,,,,8570,00_data/01_segmented/biodiscover-S/2_194005_1_2021_01_15-14-50-47-247.png,1.5033557046979866,2.9622730118973077,0.11640443762386979,3.3873373349137337
00_data/02_resized/biodiscover-S/1_194006_1_2021_01_15-14-55-29-696.jpg,194006_1,biodiscover-S,1277.6,0.023,train,True,,,,3277,00_data/01_segmented/biodiscover-S/1_194006_1_2021_01_15-14-55-29-696.png,2.2857142857142856,1.9483406386975581,0.14596354063387273,1.2952513939921009
00_data/02_resized/biodiscover-S/2_194006_1_2021_01_15-14-55-29-844.jpg,194006_1,biodiscover-S,1277.6,0.023,train,True,,,,1061,00_data/01_segmented/biodiscover-S/2_194006_1_2021_01_15-14-55-29-844.png,5.743589743589744,0.7753600500939262,0.36678017902870585,0.419365800740195
00_data/02_resized/biodiscover-S/1_194007_1_2021_01_15-14-56-43-531.jpg,194007_1,biodiscover-S,1277.6,0.049,train,True,,,,2864,00_data/01_segmented/biodiscover-S/1_194007_1_2021_01_15-14-56-43-531.png,2.8354430379746836,1.5706011271133375,0.2329875897102237,1.1320109833363983
00_data/02_resized/biodiscover-S/2_194007_1_2021_01_15-14-56-43-678.jpg,194007_1,biodiscover-S,1277.6,0.049,train,True,,,,3759,00_data/01_segmented/biodiscover-S/2_194007_1_2021_01_15-14-56-43-678.png,2.1538461538461537,2.0676268002504696,0.176980957568343,1.4857644156290228
00_data/02_resized/biodiscover-S/1_194008_1_2021_01_15-15-06-26-212.jpg,194008_1,biodiscover-S,1277.6,0.336,val,True,,,,10093,00_data/01_segmented/biodiscover-S/1_194008_1_2021_01_15-15-06-26-212.png,1.265536723163842,3.518941765810895,0.19756090758071665,3.9893110526586133
00_data/02_resized/biodiscover-S/2_194008_1_2021_01_15-15-06-26-307.jpg,194008_1,biodiscover-S,1277.6,0.336,val,True,,,,12670,00_data/01_segmented/biodiscover-S/2_194008_1_2021_01_15-15-06-26-307.png,1.2108108108108109,3.6779899812147776,0.1890177331988478,5.007883784522405
00_data/02_resized/biodiscover-S/1_194009_1_2021_01_15-15-07-07-295.jpg,194009_1,biodiscover-S,1277.6,1.941,test,True,,,,52683,00_data/01_segmented/biodiscover-S/1_194009_1_2021_01_15-15-07-07-295.png,0.48590021691973967,9.165153412648715,0.1361033368408989,20.823231367008194
00_data/02_resized/biodiscover-S/2_194009_1_2021_01_15-15-07-07-469.jpg,194009_1,biodiscover-S,1277.6,1.941,test,True,,,,51819,00_data/01_segmented/biodiscover-S/2_194009_1_2021_01_15-15-07-07-469.png,0.5450121654501217,8.171102066374452,0.15266092039818585,20.481730846895537
00_data/02_resized/biodiscover-S/1_194010_1_2021_01_18-10-57-43-632.jpg,194010_1,biodiscover-S,1277.6,0.367,train,True,,,,17953,00_data/01_segmented/biodiscover-S/1_194010_1_2021_01_18-10-57-43-632.png,0.8389513108614233,5.308234189104571,0.13487722225082352,7.096017173127919
