epoch,train_loss,train_r2,train_mae,val_loss,val_r2,val_mae
1,0.008288329945736595,-1.6689525,0.057996101677417755,0.002750959692264695,0.18477696,0.04101460427045822
2,0.001965599556825939,0.40699995,0.03262094035744667,0.0014365650678864947,0.57428646,0.029447609558701515
3,0.001419962072092517,0.5450916,0.027970461174845695,0.0020462706325446614,0.39360547,0.034939076751470566
4,0.001359880229351311,0.57620525,0.02721099928021431,0.001590669577673889,0.5286189,0.030030421912670135
5,0.0014011137209050078,0.57126886,0.026905637234449387,0.0034172677273613095,-0.01267755,0.049182187765836716
6,0.0010758933962420959,0.65792125,0.023668725043535233,0.0013095230989084385,0.6119342,0.028533922508358955
7,0.001224205242638393,0.63576716,0.024263376370072365,0.0012582842668629076,0.62711835,0.02658732421696186
8,0.001127731092022912,0.6540843,0.02391195297241211,0.0010279651781968256,0.69537145,0.02491404302418232
9,0.0009752943559740893,0.70050204,0.02216549776494503,0.000963183813082921,0.71456885,0.02355138584971428
10,0.001109225809308616,0.6682948,0.024369031190872192,0.0009222311610909234,0.72670484,0.022828102111816406
11,0.0009783068932467957,0.7092093,0.022045403718948364,0.0010178608013003475,0.6983658,0.024201340973377228
12,0.0009538767454173725,0.7016754,0.022492611780762672,0.0010312481612741653,0.6943985,0.024253349751234055
13,0.0009428410093748567,0.71773106,0.022036368027329445,0.0013889833731521475,0.58838683,0.028319666162133217
14,0.0008534779545831589,0.7473459,0.021009134128689766,0.001621113426632958,0.5195971,0.03022807091474533
15,0.0008241854944160058,0.7524339,0.02049398422241211,0.0011172329571264067,0.6689177,0.025621788576245308
16,0.0007698833502969093,0.76645696,0.019671231508255005,0.0008853757357464568,0.7376266,0.022710876539349556
17,0.0010706373728743184,0.69316876,0.022672025486826897,0.0012498643143231622,0.6296136,0.02753341943025589
18,0.0007798018410810022,0.76209366,0.019676558673381805,0.0011656577795707058,0.6545674,0.02617053873836994
19,0.0007115614840354717,0.78459036,0.01925167255103588,0.0008492681084864653,0.7483268,0.02171175368130207
20,0.000921933793640595,0.72534883,0.020752113312482834,0.0010945932116672987,0.67562675,0.024671286344528198
21,0.0009576151946487506,0.7199107,0.0220194011926651,0.001002110287288923,0.7030333,0.024067062884569168
22,0.0008459036004353671,0.7542014,0.02015080861747265,0.0014989771331559017,0.55579114,0.03099113702774048
23,0.0008583807173816584,0.7549988,0.020402461290359497,0.0015637031279153901,0.5366101,0.03234719857573509
24,0.001047096251267812,0.67183065,0.02322189323604107,0.0008639652517135485,0.7439714,0.021734844893217087
25,0.0007258256318957469,0.78178567,0.018950270488858223,0.0012049001275036152,0.6429383,0.02619953826069832
26,0.0008200996764107647,0.75619286,0.019424112513661385,0.0011961876032044096,0.6455202,0.026288487017154694
27,0.0007384598055806218,0.7793627,0.019050002098083496,0.0014312209953360334,0.5758701,0.03032812662422657
28,0.0008691264140327866,0.7350132,0.02135244384407997,0.0010415772061407715,0.6913377,0.023658407852053642
29,0.000726421711256429,0.78741217,0.018652111291885376,0.0012374110824179532,0.633304,0.028314929455518723
30,0.0007684095690373438,0.773881,0.01946236379444599,0.0008469644877460259,0.7490095,0.021617654711008072
31,0.0006401748049534225,0.8113967,0.017079712823033333,0.0008162976894988725,0.7580973,0.021925922483205795
32,0.0007279355478618545,0.7792071,0.019090697169303894,0.0008607171288009106,0.74493396,0.022025302052497864
33,0.0008518721256317967,0.74130654,0.020160261541604996,0.00131250928239067,0.61104923,0.027677850797772408
34,0.0009056101213700265,0.72384644,0.02092966064810753,0.0008957102643510345,0.73456407,0.022343887016177177
35,0.0006618941037105751,0.79419154,0.018118269741535187,0.0008206404086276151,0.75681037,0.021278630942106247
36,0.0007475325440771817,0.77942634,0.018236158415675163,0.0008998917756915683,0.7333249,0.02166054956614971
37,0.0007467360821095338,0.7770245,0.018333829939365387,0.0009727815450814617,0.71172464,0.023843802511692047
38,0.0007159288798610512,0.7842399,0.01902393251657486,0.0012886487051272893,0.6181202,0.028279908001422882
39,0.0007171602640388137,0.7931316,0.018135251477360725,0.0014786960919028018,0.56180125,0.02965526469051838
40,0.000704104066754506,0.7998612,0.018165098503232002,0.0010038026309996328,0.7025318,0.024984072893857956
41,0.0006780814684217788,0.8067592,0.017644768580794334,0.0011565975608571553,0.6572524,0.025188276544213295
42,0.0007414798362599482,0.7894045,0.018194299191236496,0.0010893227707705286,0.6771887,0.026367176324129105
43,0.000748343978108256,0.7791186,0.018286513164639473,0.0007409358876619009,0.7804301,0.020088063552975655
44,0.0006869411606955123,0.7889983,0.018845992162823677,0.0008788714081620668,0.73955405,0.02253958210349083
45,0.0006443790669209619,0.8137222,0.017443383112549782,0.0009098158297497816,0.730384,0.021926037967205048
46,0.0005580389568046507,0.83320737,0.016272133216261864,0.0015433646473425008,0.5426373,0.0316171832382679
47,0.0007319423988742111,0.7906909,0.018322626128792763,0.0007854789659141166,0.76723015,0.02070034109055996
48,0.0008189319025162149,0.7620176,0.019040601328015327,0.0009922031096487058,0.7059692,0.023064592853188515
49,0.0005647102595191897,0.8347675,0.016422446817159653,0.0008742930552009309,0.7409108,0.022568540647625923
50,0.000588439254612207,0.83303434,0.017015883699059486,0.0007363684145770598,0.7817836,0.02029423974454403
51,0.0006344954760741391,0.82085943,0.01740662194788456,0.0014071932825545715,0.5829905,0.02971314825117588
52,0.0006301146239155284,0.8162036,0.017099499702453613,0.000773200965232889,0.7708686,0.020517874509096146
53,0.0005872226167371159,0.8337574,0.01674037054181099,0.00101198222543491,0.7001079,0.024294598028063774
54,0.0006013966385604545,0.83164483,0.01672952249646187,0.0008799655742177942,0.73922986,0.02214779704809189
55,0.0006338849109508904,0.8177055,0.017030157148838043,0.0009219132571269085,0.726799,0.02358761616051197
56,0.0005683215076907893,0.8397977,0.01606222428381443,0.001014084747466858,0.6994848,0.025089852511882782
57,0.0005228143810156293,0.84658146,0.01606639102101326,0.0007560360964645843,0.77595526,0.020217442885041237
58,0.0004950991418093259,0.8546218,0.015386744402348995,0.002142523681874027,0.36508167,0.039583560079336166
59,0.0005403325587530816,0.84768534,0.01593322679400444,0.0007404261711284075,0.7805811,0.020457306876778603
60,0.0006283800731920269,0.8198372,0.016885070130228996,0.0008495149588774853,0.74825364,0.02254590019583702
61,0.0006178121537833486,0.82391536,0.016386007890105247,0.0011711672038337824,0.6529348,0.026986457407474518
62,0.0005293170886136898,0.85459775,0.01551585178822279,0.001791479481882093,0.4691106,0.03501758351922035
63,0.0005329706930549303,0.84648025,0.015845783054828644,0.0009020088730370718,0.7326975,0.022596439346671104
64,0.0005362975033802164,0.84594035,0.01622443087399006,0.0007826588592621138,0.76806587,0.02134614624083042
65,0.00046892707600390174,0.8665368,0.015080753713846207,0.0007257065151375488,0.78494316,0.020100291818380356
66,0.0005092600947927163,0.85168576,0.015900062397122383,0.0007860132936840084,0.7670718,0.020331580191850662
67,0.00044703031177658654,0.867435,0.014502454549074173,0.0008453647090850564,0.7494835,0.021854160353541374
68,0.00045553020087096325,0.8768641,0.01466930191963911,0.0006927611186436498,0.7947062,0.019641706719994545
69,0.0005057093139266664,0.85114706,0.015384390018880367,0.0008391875032529161,0.75131404,0.02263553999364376
70,0.00042776776520832814,0.8792877,0.014436731114983559,0.0008096442426471869,0.76006895,0.020919248461723328
71,0.0004964119134273575,0.8531825,0.015839427709579468,0.0009137927176486148,0.7292055,0.02238273061811924
72,0.0004394269022635688,0.88059986,0.014249076135456562,0.000781596457299841,0.76838064,0.02075619250535965
73,0.00048028885828289283,0.8714012,0.01528992597013712,0.0007799440626018118,0.76887035,0.020840883255004883
74,0.000440963844027799,0.87857705,0.014651872217655182,0.0010076337348725094,0.70139647,0.02490498125553131
75,0.00046732610692743604,0.8772954,0.014605979435145855,0.0008957817571901596,0.73454285,0.022610658779740334
76,0.0004880068217725473,0.8625065,0.015145501121878624,0.0006735522040663896,0.80039865,0.01942814327776432
77,0.00044409058439351867,0.8854001,0.014594518579542637,0.0032367041094763446,0.04083085,0.05077186971902847
78,0.00041661080445325047,0.88065505,0.014061437919735909,0.0009107017433178602,0.7301215,0.022341782227158546
79,0.0004255860935285436,0.8761893,0.013918446376919746,0.0012368021101810702,0.6334845,0.026338942348957062
80,0.00043953974494586814,0.87510896,0.014450782909989357,0.0009749578192166172,0.7110797,0.022721504792571068
81,0.00041091419819304375,0.8851296,0.014095739461481571,0.0007883183753791053,0.76638865,0.021098995581269264
82,0.0004499931528426315,0.87531245,0.014944431371986866,0.0010732618545523226,0.6819482,0.02486773207783699
83,0.0004014989830822529,0.88764834,0.013813205994665623,0.0011802550087138862,0.6502417,0.02662753500044346
84,0.0004015434670506925,0.88827354,0.013751920312643051,0.000844263363316065,0.74980986,0.02136121317744255
85,0.0004502010744945823,0.8727764,0.014518270269036293,0.0012595059563368929,0.62675637,0.02777484804391861
86,0.0003602642786886057,0.9040535,0.013087335042655468,0.0007911015250074612,0.76556396,0.020527062937617302
87,0.0003588506639175435,0.9037973,0.012637545354664326,0.0007660837739125115,0.7729777,0.020670343190431595
88,0.00044049263305579215,0.8812371,0.01498211920261383,0.0007675227769051153,0.7725513,0.020250404253602028
89,0.0004934442687895282,0.87050223,0.015241931192576885,0.0008579117965211373,0.74576527,0.021780598908662796
90,0.0004093713072245953,0.88960266,0.014020386151969433,0.0008021310472049483,0.7622954,0.02078823558986187
91,0.0003625330172023949,0.90437096,0.012958022765815258,0.0006835925189944187,0.7974233,0.01953674480319023
92,0.0003766018115140902,0.8948278,0.013183336704969406,0.0007771397135128258,0.7697014,0.020072465762495995
93,0.00036822963511502733,0.8989219,0.013152414001524448,0.0010336691520573332,0.6936811,0.025099245831370354
94,0.0003634254992210393,0.9004009,0.013109961524605751,0.0013548834346197914,0.598492,0.03073178231716156
95,0.00045847412939468095,0.8726956,0.014535614289343357,0.001401773116108731,0.58459675,0.03084961138665676
96,0.0004012515496724609,0.89043397,0.01366035733371973,0.0007999342667990097,0.7629464,0.020529506728053093
97,0.00044172290893136775,0.8826441,0.013766967691481113,0.001002396871612435,0.7029484,0.02293873205780983
98,0.00044817391807182636,0.87500215,0.014140922576189041,0.0007327099152066108,0.7828678,0.01968870311975479
99,0.00033020880625609956,0.90942794,0.012322256341576576,0.0007399630065463336,0.7807184,0.02010253071784973
100,0.0003451682923976634,0.90831953,0.012573854997754097,0.0006849128438279697,0.797032,0.019280843436717987
101,0.0002867984992191393,0.92574126,0.010944889858365059,0.0007037195857697268,0.79145885,0.019568227231502533
102,0.0002509287929892103,0.9351491,0.010363929904997349,0.0007317853632779552,0.7831418,0.01991119422018528
103,0.0002556062429702968,0.9387361,0.01036485843360424,0.0006434308781085702,0.80932486,0.018298525363206863
104,0.0002442857643137079,0.9398714,0.010053819976747036,0.0006643516348103191,0.80312514,0.018983542919158936
105,0.00024618070586195247,0.9426953,0.009931293316185474,0.0006939221445544817,0.7943622,0.01911994256079197
106,0.0002824904111320593,0.93196714,0.010379256680607796,0.0008123378804193275,0.7592707,0.02106504887342453
107,0.00027198780459338477,0.9356808,0.010731878690421581,0.0007069139295294512,0.7905122,0.019326316192746162
108,0.00023334437970862754,0.9436543,0.009848564863204956,0.000639843137699668,0.810388,0.01831040531396866
109,0.00022366929492702287,0.9446269,0.00972637441009283,0.0006543282923141107,0.8060955,0.018705246970057487
110,0.00023854079295400907,0.94461995,0.009662589058279991,0.0007241672354446042,0.7853993,0.019759129732847214
111,0.0002276664558998225,0.947915,0.009556169621646404,0.0006399341802444715,0.8103611,0.01874186471104622
112,0.00022510400609979963,0.9477652,0.00960815604776144,0.000650443004139948,0.80724686,0.018414610996842384
113,0.00023964431106489957,0.9452106,0.009849589318037033,0.0006584475642199268,0.8048748,0.01874828152358532
114,0.00022526341296179908,0.9483882,0.009658889845013618,0.0006679609556230578,0.8020556,0.01864897459745407
115,0.00025178265914507444,0.94396806,0.01010057982057333,0.0007564460532509233,0.7758338,0.019903961569070816
116,0.00024147937050337902,0.93891627,0.010119385085999966,0.0007180474609791274,0.78721285,0.01982034742832184
117,0.00023251691857394683,0.94649696,0.009689115919172764,0.0007231609840499293,0.7856975,0.02102437987923622
118,0.00023049363484521903,0.9484261,0.009509151801466942,0.0006584738474569772,0.80486697,0.01867404580116272
119,0.0002208557016642082,0.95058054,0.009327628649771214,0.0006162451551351142,0.81738114,0.01798701472580433
120,0.00021098858864182875,0.95309967,0.009120899252593517,0.0006694730395441967,0.8016075,0.01868675835430622
121,0.0002140472055662944,0.95187,0.009173544123768806,0.0007056415880947272,0.79088926,0.019296789541840553
122,0.00023351250995904514,0.9482117,0.009610960260033607,0.0007594674333496628,0.7749384,0.02029653638601303
123,0.00022248723114068263,0.95025295,0.009164527989923954,0.000632371761522597,0.8126021,0.01836811564862728
124,0.0002226022268292225,0.9517617,0.009378256276249886,0.0006713163823414926,0.8010612,0.019040819257497787
