train_loss,val_loss
0.00943385527715654,0.0053164029706653446
0.0019540610040471155,0.0020525473303584416
0.001491059514916613,0.0015221832363547182
0.0014753751922237314,0.0011737376462355577
0.0013760979050256535,0.0024468700345060827
0.0011272770823006156,0.0009914308085630344
0.0012765719730900196,0.0009941123182753045
0.0010110673775672926,0.0018973651810349444
0.000897712944963185,0.000967315664468852
0.0011893387529114446,0.0015306293761388795
0.0011122048872364587,0.00807929284414043
0.0011370757083220074,0.0013038241709803016
0.0009395292649836371,0.0011574507025874695
0.0008434399362725842,0.0008542617000187073
0.0008609656156897037,0.0007905655049327839
0.0008231934342742158,0.0008682098987442247
0.0008965177538445633,0.0014531375966125627
0.0007710072673343346,0.0011620588365048533
0.0007997967603537124,0.0009135197887643341
0.0008391242698629508,0.0007926577462280988
0.0007893807134942671,0.0009535050512846653
0.0007439442850582822,0.0010191048704629925
0.0008946056768410547,0.000785007436784415
0.0007335067781397192,0.0006872422280260893
0.0005953446248196532,0.0008462529506568062
0.0006992624468387394,0.0009739318881041181
0.000701791031488954,0.000892439514709394
0.0007303518054506681,0.0011471597376295098
0.0008564111542487001,0.0007273473596173756
0.0007469421748993381,0.0011643751261400416
0.0008231721959722062,0.0007788600988003807
0.0008449075447501382,0.0007868890793981747
0.0005609206994785535,0.0007267152035850798
0.0006042183546288806,0.0008633741016128726
0.0005857393490083551,0.0008510978602461159
0.0006037744828323828,0.0009207441538399148
0.0009117297007839881,0.0013890729962217734
0.0006342890143308638,0.0008723923353517874
0.0007118732638058605,0.0007443047020349893
0.0008949583206724331,0.0008940688653574728
0.0006477969581687938,0.0007436896381999592
0.0006527711284065156,0.0011807019004473737
0.0007889379393101031,0.0008370167082308566
0.0006263623883341652,0.0007573678147684637
0.0006292052864149866,0.0010236994313753227
0.0006212890746186755,0.0007371491673360333
0.0005310605476939482,0.001206244404573956
0.000502434206508954,0.0008125677259741377
0.0005064232395178545,0.000749717384187179
0.0004204928569689629,0.0006938230666730158
0.0004597241892646504,0.0015542559250462853
0.0005601895817398275,0.0006889177056309614
0.000627460358654704,0.0009116845815958102
0.0006682198956064626,0.0011843191910519532
0.0006872753017236891,0.0009092154457771497
0.0005458601331079899,0.0008774513936008801
0.0005220243238387925,0.0008388742351188509
0.0006152998163116413,0.0006902832387911524
0.0005627130707620106,0.0011830248287554655
0.0005354287335729878,0.0007094367230369406
0.00048320503070079586,0.0007973438750467364
0.0004895663820731967,0.0006578203422762584
0.0004665554559851308,0.0006035364936313444
0.00043564319909314956,0.0006576624308913183
0.0004552722141692986,0.0006584125479506874
0.0004824679840407042,0.0006609039585562332
0.0004349947001698077,0.0010617603457884338
0.0004556113398265575,0.0010186050991621129
0.0004524049443430254,0.0007803309045687919
0.00045671844679934286,0.0014955395230151775
0.00042589204709667496,0.0006486747196527239
0.0004863964024686048,0.0014296838797078907
0.0004206980793592219,0.0008132070447104233
0.00048071532499320313,0.0006454332128023174
0.0004691090787346203,0.001362529908686949
0.0003924398841833562,0.0007056943124710143
0.0004394621340016451,0.0006929390298781144
0.00042541287328745685,0.0007174484926914086
0.00036270140556953504,0.0007998225634883893
0.00039258140923485393,0.001079866114269662
0.00040680705339054185,0.0009024211043890171
0.00042778041608052984,0.0010825562581723467
0.00035711076538837014,0.0006485512655816614
0.0004011855119764136,0.0007494818553792878
0.00034519910934667513,0.0007904237112734716
0.0003619192311455584,0.000703671073277084
0.0004719970933947656,0.0006560177327354871
0.00030503018589130194,0.0005711151618856813
0.0003223324911349042,0.0006078675557792117
0.0003800104400595608,0.0009010463247230032
0.0003335489545624932,0.0006483407389705943
0.0003267952283707972,0.0007459872867101362
0.0003144661837566661,0.0007154346004479972
0.0003537560181555136,0.0005827916277446693
0.0003688962722824328,0.0006380326512320263
0.0003047714210574817,0.0006503653453149337
0.0003621588073097084,0.0006060848961237942
0.0003584188238955069,0.0008585909597152808
0.0003811443676352575,0.000686557817079573
0.00031769629208441613,0.0007780401662321538
0.00025589129378640764,0.0005904746795245667
0.00025093900584422787,0.0005691550994466363
0.0002525243003308761,0.0005565007591119404
0.0002281674853661628,0.000714730459941852
0.0002459926489821033,0.0005911573574555296
0.00022593153067251617,0.000615013621559089
0.00021595150374483264,0.0006235542648451138
0.0002048314525945655,0.0005344911920286788
0.0001973111008554978,0.0006491254523369253
0.0002007721109020304,0.0006795728931490145
0.00021151236103021513,0.000596307065786371
0.00020348176292773137,0.0005614080423849808
0.0002129264736066175,0.0006121660990985551
0.00021316782547661325,0.0005623265594971356
0.00021609277736007776,0.0005842042239065072
0.00020305714498424862,0.0006288575853211714
0.0002063645696537298,0.0006154335526420999
0.00022924365889091604,0.0005712521041127818
0.00019298027169841286,0.0007765449235419429
0.00022556199651362576,0.0005435757443377253
0.00019637653409956062,0.0007337795547469101
0.0001924639373178221,0.0007631360740636924
0.0001879571576797193,0.0005368545696753516
0.00021164776256412282,0.0009320325748009145
0.00039638911053917507,0.0006662493768312856
0.00029171183965331514,0.0006370869942912883
0.00031394866243360405,0.0006301470885953469
0.00019819930100568688,0.0006768621142251899
0.00020256573536604622,0.000597345677807909
0.00017847642297012312,0.0005585028589534519
0.000183912158086858,0.0005429711204277051
0.00019080503573528943,0.0008103400802020565
0.00019111251997251842,0.000611968582994136
0.00017927466581344194,0.0005846200232589578
0.00018824763370554933,0.0005791513655434589
0.0001809817369756926,0.0005659158186744484
0.00016506797403606418,0.0005293301325554059
0.00017929593052312787,0.0006633568425811335
0.00019232366780743752,0.0005231918963281993
0.00018866393234281511,0.0005913484598539801
0.00017882751277958783,0.0006148553611713911
0.00018170910025026797,0.0005383080578539494
0.00017803487976267223,0.0006578305229623439
0.00017941981529484636,0.0006042142240327334
0.00018737601075048595,0.0005624602441928896
0.00018510422901318774,0.0006254029498029563
0.000172894632649627,0.0005876036886755549
0.00016408263969528068,0.0005665388257271275
0.00017447691650473993,0.001106688840973676
0.0001759350268914593,0.0005413816424529651
0.0001830572067718024,0.0007579073213912484
0.00017499802118961497,0.0005771586949174023
0.0001743813074946527,0.000624074374453987
0.0001808812943729802,0.0005412603656159491
0.00016555702215876448,0.0005502958480561539
0.00018055009166203397,0.0005384864905605243
0.00017522284928416968,0.0005303226877652462
0.00020242691409168694,0.0005321675601212988
0.00016772911516305263,0.0005480900154225943
0.00016818313725728388,0.0005672187734918
0.0001838695365440471,0.0005718563152895462
0.00017471506755267101,0.0005669616470272293
0.00016854108460191803,0.0006144686203925354
