epoch,train_loss,train_r2,train_mae,val_loss,val_r2,val_mae
1,0.0065449929892778536,-0.83103395,0.055231302976608276,0.004151043992134787,-0.1623683,0.04959174245595932
2,0.001964564346810062,0.5006007,0.032415762543678284,0.002232279975241397,0.3749208,0.03637465834617615
3,0.0013657474167159702,0.6638853,0.026036569848656654,0.0019874274327512428,0.4434839,0.03437997028231621
4,0.0011848824916700956,0.70549273,0.024134410545229912,0.0018390601146079245,0.48502958,0.03303221985697746
5,0.001227621368060612,0.7148131,0.022333437576889992,0.0016837043705843872,0.52853197,0.031630150973796844
6,0.0010570521931278021,0.7547519,0.02128201723098755,0.0014662308824042996,0.58942854,0.029488902539014816
7,0.0009818762682386284,0.7607436,0.019685810431838036,0.0013986141425940447,0.60836244,0.02894262596964836
8,0.0010060851134551622,0.7717259,0.01994829997420311,0.0012941827314192213,0.6376052,0.027639547362923622
9,0.0008269392978436315,0.8176458,0.018323581665754318,0.001339746566057947,0.62484646,0.028307072818279266
10,0.0007453657217416767,0.82944775,0.017585331574082375,0.0012170656773693117,0.65919936,0.026835821568965912
11,0.0007183422630524928,0.839394,0.0169693436473608,0.0012247355909840692,0.6570516,0.026848360896110535
12,0.0007569749527225814,0.83153737,0.017060039564967155,0.0012476693171588503,0.65062976,0.02723974548280239
13,0.0008373248115524812,0.8247427,0.017074286937713623,0.0011885273320705215,0.6671906,0.02651100605726242
14,0.0007502650086506083,0.83585626,0.016835318878293037,0.001272705940477292,0.64361906,0.027316806837916374
15,0.0006500488383557093,0.8644496,0.015499262139201164,0.0010864407799783208,0.6957767,0.02500629425048828
16,0.0007221420348204916,0.85334826,0.015292429365217686,0.0011577255241734124,0.6758157,0.02575085312128067
17,0.0006553275965614747,0.8577561,0.015606568194925785,0.0010867281761463908,0.69569623,0.025225425139069557
18,0.0006619597502581648,0.8619544,0.015317648649215698,0.0011735656006398784,0.67138016,0.026144536212086678
19,0.0006434467198983178,0.86309624,0.014742035418748856,0.0011234352182701746,0.68541753,0.02566300891339779
20,0.000598188509398929,0.8786086,0.014490109868347645,0.0016714889582375555,0.5319525,0.02994331158697605
21,0.0007395873981158942,0.84512126,0.015361271798610687,0.001367009063432743,0.6172125,0.028160961344838142
22,0.0007342889105778351,0.8480712,0.01521814614534378,0.0015345313545977656,0.57030314,0.031013604253530502
23,0.0005880304915335047,0.875651,0.01435224898159504,0.001065880125711039,0.70153403,0.024991972371935844
24,0.0005475034453258116,0.89157706,0.01351826824247837,0.0013731834972559502,0.6154835,0.027199050411581993
25,0.000554716795887769,0.8859576,0.013493825681507587,0.0010518484670281798,0.7054632,0.02453569881618023
26,0.0005903399564680322,0.87662214,0.0133614931255579,0.0010823034928321388,0.69693524,0.02506951056420803
27,0.0005917918045918621,0.882249,0.01363417413085699,0.0010891279419359965,0.69502425,0.025102637708187103
28,0.0005534645892620122,0.8935478,0.01300303265452385,0.0009892667926952759,0.7229872,0.023978831246495247
29,0.0005015142539762362,0.8981207,0.012829587794840336,0.0009127943418734582,0.74440086,0.023148169741034508
30,0.0006749494971957003,0.8734528,0.013159001246094704,0.002019864120480334,0.4344011,0.03385891765356064
31,0.0005477178090668971,0.8921068,0.013393239118158817,0.000978833176820535,0.7259088,0.023979563266038895
32,0.0005284059847059969,0.8928877,0.012533601373434067,0.001006158690665772,0.7182572,0.024255964905023575
33,0.00046722034568402206,0.90201426,0.012596803717315197,0.0009860944131881127,0.7238755,0.02403886802494526
34,0.0005417617268180373,0.89911926,0.01262578833848238,0.0009565869758502294,0.73213816,0.023386819288134575
35,0.0005289092561287817,0.9064324,0.012296364642679691,0.001067252097413492,0.7011499,0.024805819615721703
36,0.0005218379422346662,0.89661276,0.012588572688400745,0.0009122228101742538,0.74456096,0.023064931854605675
37,0.0004544114461077839,0.91377014,0.012039709836244583,0.0011517191396469807,0.67749757,0.02572627365589142
38,0.0005222383072122484,0.90152407,0.012606893666088581,0.0009239182731406803,0.741286,0.023707525804638863
39,0.0006397946817072489,0.8737374,0.012252949178218842,0.0014293415454776708,0.5997582,0.028763502836227417
40,0.000563740548479782,0.8845484,0.01349666342139244,0.0010551389103182853,0.7045418,0.025191323831677437
41,0.0005086283724901793,0.9022411,0.012463807128369808,0.0009743412825565189,0.72716665,0.023427480831742287
42,0.0005094921807707658,0.90868115,0.012447941116988659,0.000836272901871536,0.76582825,0.02189413271844387
43,0.0005121183706147454,0.90360487,0.012361504137516022,0.0011992903831475354,0.66417676,0.027067184448242188
44,0.0006077446538619712,0.88084817,0.012532384134829044,0.0009262019584914951,0.7406465,0.02332463674247265
45,0.0005069953220109666,0.9023585,0.012149292975664139,0.000971395201331964,0.7279916,0.02366320788860321
46,0.0004953286996475957,0.9071396,0.011667882092297077,0.0009777416773462967,0.7262144,0.023969579488039017
47,0.0004297258107986173,0.91914976,0.0113427909091115,0.0009499947566668064,0.7339841,0.023211587220430374
48,0.00048124315212596955,0.905151,0.012007101438939571,0.0008816915283027988,0.75311023,0.022502517327666283
49,0.0005843310428030684,0.8933962,0.0121062733232975,0.000929771286024192,0.73964703,0.023335890844464302
50,0.0005363968823195178,0.89939314,0.012240464799106121,0.0011763522639322334,0.6705998,0.026748107746243477
51,0.00042453920561311744,0.9180786,0.01131149847060442,0.0011204210839746319,0.68626165,0.026089755818247795
52,0.0004956866606892713,0.9105141,0.011434691026806831,0.0008596945307076429,0.7592698,0.02224222756922245
53,0.00045729889063122456,0.91007173,0.01138757262378931,0.0009163611344751212,0.7434021,0.022638052701950073
54,0.0004941933621273212,0.91282934,0.011745049618184566,0.0009847853712745623,0.7242421,0.024277443066239357
55,0.00047276077507185063,0.92036664,0.011337981559336185,0.0009255275476494103,0.74083537,0.02267802134156227
56,0.0004818660208636491,0.9187461,0.011285185813903809,0.0014034616650037822,0.60700506,0.02823963761329651
57,0.0004154941852539763,0.9228176,0.011203133501112461,0.0008238834939751919,0.76929754,0.022242030128836632
58,0.0004335723423107357,0.91474366,0.01130253728479147,0.0009456614828144414,0.7351975,0.023619825020432472
59,0.0005074570255496434,0.8972484,0.011816984973847866,0.0010675549223914226,0.70106506,0.025670625269412994
60,0.0004141405883699935,0.9244726,0.010760231874883175,0.00116185369111146,0.6746597,0.027231063693761826
61,0.0006508408953012918,0.8690893,0.012351817451417446,0.0009292660339521768,0.73978853,0.02333981730043888
62,0.00038085599678173347,0.9319093,0.010574319399893284,0.0008418551621982804,0.7642652,0.02183707430958748
63,0.00043505670532929987,0.92991453,0.01072233822196722,0.0009511749127081462,0.73365366,0.023655548691749573
64,0.0003793381402169481,0.9344977,0.010319753549993038,0.0009253931607752716,0.740873,0.02267172932624817
65,0.00040336978359710186,0.9365331,0.010329973883926868,0.0008148149072164388,0.77183694,0.021379871293902397
66,0.00040198494781930344,0.92565054,0.010573952458798885,0.0010416565797577947,0.7083171,0.02552897110581398
67,0.0005133312896301595,0.9109148,0.011695468798279762,0.0020465709579487643,0.42692274,0.037935271859169006
68,0.0005154794166905242,0.8943873,0.012543550692498684,0.0010096547985046264,0.7172782,0.023913536220788956
69,0.00048187056887973327,0.90121305,0.01137102022767067,0.0008190223010805198,0.77065873,0.02151927538216114
70,0.00041341317483215256,0.9294586,0.01067112572491169,0.0007937415261063483,0.77773786,0.02125331573188305
71,0.00047185243021656125,0.9091739,0.010729718953371048,0.0008944722645395955,0.7495314,0.02265452779829502
72,0.0004481856802016404,0.9128894,0.010676233097910881,0.000908039585340494,0.7457323,0.022909995168447495
73,0.00038036342174764255,0.94021666,0.010034002363681793,0.0007671224259775438,0.78519166,0.02107434906065464
74,0.00036540063749708224,0.93971246,0.009903273545205593,0.0009438018334698883,0.73571825,0.023252250626683235
75,0.00037763610648575374,0.9354854,0.010042033158242702,0.0008363994720363708,0.76579285,0.021852489560842514
76,0.00038403067676749664,0.9378535,0.010327772237360477,0.0007851266693243217,0.7801502,0.021563174203038216
77,0.0004198428114724321,0.92144984,0.010310070589184761,0.0007677657692995552,0.78501153,0.021091371774673462
78,0.00036428663797906125,0.9375465,0.010045218281447887,0.0008227973642206683,0.7696017,0.02132698893547058
79,0.0004144855563493602,0.9298976,0.010178841650485992,0.0008887546590541477,0.7511324,0.022453831508755684
80,0.0004191841807288325,0.9279373,0.010462970472872257,0.000911829845467784,0.744671,0.02243833802640438
81,0.0003849121384077826,0.94386995,0.009849230758845806,0.0008955535426477849,0.7492286,0.02305160090327263
82,0.00043515630394028567,0.9251639,0.01035361085087061,0.0009402845118364149,0.73670316,0.023432021960616112
83,0.0003634296822748125,0.94066787,0.00980748888105154,0.0007581802340046991,0.78769565,0.021021170541644096
84,0.00040896523287287345,0.9377663,0.009685222990810871,0.0010619754399056043,0.7026274,0.024805165827274323
85,0.0004350650436766141,0.925863,0.010248939506709576,0.0009318898649668539,0.7390538,0.0232942383736372
86,0.00033381006674254067,0.94672114,0.00924736075103283,0.0007567489192139729,0.7880965,0.020883571356534958
87,0.0003840009444781874,0.9351382,0.009840235114097595,0.0007629386614000191,0.78636324,0.02086646854877472
88,0.00034987037476459475,0.94844216,0.009449321776628494,0.0007954053227987254,0.777272,0.021163132041692734
89,0.00046426720674587024,0.91172963,0.010215673595666885,0.0007883779229838159,0.7792398,0.021116210147738457
90,0.000376853112109745,0.94194686,0.009807471185922623,0.0009795245205483588,0.7257152,0.022851837798953056
91,0.0003576276511863432,0.9423171,0.009565070271492004,0.0008263150814646509,0.7686167,0.021404216066002846
