timestamp,dirname,filename,uri,thumbnail,md5,name,xyxy_mm,file_format,DPI,brightness,driver,usb_port,device_id,host_id,sane_device,target_base_dir,scan_metadata,custom_label,crop,box,conf,scale,json_parent_dir,json_path,IMAGE_FILENAME,DATASET,DRYMASS_MG,ORIGINAL_IMAGE_FILENAME,SCALE,ROI_SIZE_MM,BF_cbrMG_MM,NON_TRANSPARENT_PIXELS,AREA_MM2
2026-01-14T09:32:46.440854,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_09-32-46/top_right,2026-01-14_09-32-46.top_right.jpg,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_09-32-46/top_right/2026-01-14_09-32-46.top_right.jpg,2026-01-14_09-32-46.top_right.thumb.jpg,f33503688ebcac8ea685cfe9d964848d,top_right,"[110.5, 45.0, 200.0, 135.0]",jpg,3200,0,epsonscan2,esci2:usb:ES00FE:337,Epson Perfection V850,d3dbcf42e05429343a8e1a5966e3bcf0,epsonscan2:Epson Perfection V850::esci2:usb:ES00FE:337,/data,{},DROSO_05_LUT_19_M,crop_2026-01-14_09-32-46.top_right_CROPNUMBER_14_UUID_DROSO_05_LUT_19_M.png,"[4036, 7227, 4490, 7530]",0.9391813278198242,1.0,00_data/01_segmented/crops,00_data/01_segmented/crops/crop_2026-01-14_09-32-46.top_right_CROPNUMBER_14_UUID_DROSO_05_LUT_19_M.json,00_data/02_resized/crops/crop_2026-01-14_09-32-46.top_right_CROPNUMBER_14_UUID_DROSO_05_LUT_19_M.jpg,crops,,00_data/01_segmented/crops/crop_2026-01-14_09-32-46.top_right_CROPNUMBER_14_UUID_DROSO_05_LUT_19_M.png,0.4933920704845815,3.6036249999999996,,68848,4.3376929375
2026-01-14T10:50:00.458313,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_10-50-00/top_right,2026-01-14_10-50-00.top_right.jpg,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_10-50-00/top_right/2026-01-14_10-50-00.top_right.jpg,2026-01-14_10-50-00.top_right.thumb.jpg,1f6196af4f7233c6cd201b77a05bf71b,top_right,"[110.5, 45.0, 200.0, 135.0]",jpg,3200,0,epsonscan2,esci2:usb:ES00FE:337,Epson Perfection V850,d3dbcf42e05429343a8e1a5966e3bcf0,epsonscan2:Epson Perfection V850::esci2:usb:ES00FE:337,/data,{},DROSO_08_SIM_28_M,crop_2026-01-14_10-50-00.top_right_CROPNUMBER_13_UUID_DROSO_08_SIM_28_M.png,"[5695, 6520, 6041, 6772]",0.9261969327926636,1.0,00_data/01_segmented/crops,00_data/01_segmented/crops/crop_2026-01-14_10-50-00.top_right_CROPNUMBER_13_UUID_DROSO_08_SIM_28_M.json,00_data/02_resized/crops/crop_2026-01-14_10-50-00.top_right_CROPNUMBER_13_UUID_DROSO_08_SIM_28_M.jpg,crops,,00_data/01_segmented/crops/crop_2026-01-14_10-50-00.top_right_CROPNUMBER_13_UUID_DROSO_08_SIM_28_M.png,0.6473988439306358,2.746375,,47364,2.9841170156250003
2026-01-14T09:57:32.231568,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_09-57-32/top_right,2026-01-14_09-57-32.top_right.jpg,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_09-57-32/top_right/2026-01-14_09-57-32.top_right.jpg,2026-01-14_09-57-32.top_right.thumb.jpg,4a22d5868d40213edb6d2306675bf15d,top_right,"[110.5, 45.0, 200.0, 135.0]",jpg,3200,0,epsonscan2,esci2:usb:ES00FE:337,Epson Perfection V850,d3dbcf42e05429343a8e1a5966e3bcf0,epsonscan2:Epson Perfection V850::esci2:usb:ES00FE:337,/data,{},DROSO_04_EQU_19_M,crop_2026-01-14_09-57-32.top_right_CROPNUMBER_7_UUID_DROSO_04_EQU_19_M.png,"[5775, 9074, 6134, 9469]",0.9327136278152466,1.0,00_data/01_segmented/crops,00_data/01_segmented/crops/crop_2026-01-14_09-57-32.top_right_CROPNUMBER_7_UUID_DROSO_04_EQU_19_M.json,00_data/02_resized/crops/crop_2026-01-14_09-57-32.top_right_CROPNUMBER_7_UUID_DROSO_04_EQU_19_M.jpg,crops,,00_data/01_segmented/crops/crop_2026-01-14_09-57-32.top_right_CROPNUMBER_7_UUID_DROSO_04_EQU_19_M.png,0.5670886075949367,3.1353125,,56184,3.5398114687500004
2026-01-14T09:57:32.231568,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_09-57-32/top_right,2026-01-14_09-57-32.top_right.jpg,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_09-57-32/top_right/2026-01-14_09-57-32.top_right.jpg,2026-01-14_09-57-32.top_right.thumb.jpg,4a22d5868d40213edb6d2306675bf15d,top_right,"[110.5, 45.0, 200.0, 135.0]",jpg,3200,0,epsonscan2,esci2:usb:ES00FE:337,Epson Perfection V850,d3dbcf42e05429343a8e1a5966e3bcf0,epsonscan2:Epson Perfection V850::esci2:usb:ES00FE:337,/data,{},DROSO_04_EQU_19_M,crop_2026-01-14_09-57-32.top_right_CROPNUMBER_10_UUID_DROSO_04_EQU_19_M.png,"[48, 4899, 135, 5091]",0.5837261080741882,1.0,00_data/01_segmented/crops,00_data/01_segmented/crops/crop_2026-01-14_09-57-32.top_right_CROPNUMBER_10_UUID_DROSO_04_EQU_19_M.json,00_data/02_resized/crops/crop_2026-01-14_09-57-32.top_right_CROPNUMBER_10_UUID_DROSO_04_EQU_19_M.jpg,crops,,00_data/01_segmented/crops/crop_2026-01-14_09-57-32.top_right_CROPNUMBER_10_UUID_DROSO_04_EQU_19_M.png,1.1666666666666667,1.5239999999999998,,10083,0.6352683867187501
2026-01-13T16:33:57.737810,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-13/2026-01-13_16-33-57/top_right,2026-01-13_16-33-57.top_right.jpg,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-13/2026-01-13_16-33-57/top_right/2026-01-13_16-33-57.top_right.jpg,2026-01-13_16-33-57.top_right.thumb.jpg,7f36c98893216ab915a4d4616fa9cbdb,top_right,"[110.5, 45.0, 200.0, 135.0]",jpg,3200,0,epsonscan2,esci2:usb:ES00FE:337,Epson Perfection V850,d3dbcf42e05429343a8e1a5966e3bcf0,epsonscan2:Epson Perfection V850::esci2:usb:ES00FE:337,/data,{},DROSO_05_MEL_19_M,crop_2026-01-13_16-33-57.top_right_CROPNUMBER_25_UUID_DROSO_05_MEL_19_M.png,"[5486, 8076, 5948, 8320]",0.9193788170814514,1.0,00_data/01_segmented/crops,00_data/01_segmented/crops/crop_2026-01-13_16-33-57.top_right_CROPNUMBER_25_UUID_DROSO_05_MEL_19_M.json,00_data/02_resized/crops/crop_2026-01-13_16-33-57.top_right_CROPNUMBER_25_UUID_DROSO_05_MEL_19_M.jpg,crops,,00_data/01_segmented/crops/crop_2026-01-13_16-33-57.top_right_CROPNUMBER_25_UUID_DROSO_05_MEL_19_M.png,0.48484848484848486,3.667125,,65980,4.156997734375
2026-01-14T09:45:54.234851,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_09-45-54/top_right,2026-01-14_09-45-54.top_right.jpg,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_09-45-54/top_right/2026-01-14_09-45-54.top_right.jpg,2026-01-14_09-45-54.top_right.thumb.jpg,bbad34d5e32fc29f20cfbd803db8afe9,top_right,"[110.5, 45.0, 200.0, 135.0]",jpg,3200,0,epsonscan2,esci2:usb:ES00FE:337,Epson Perfection V850,d3dbcf42e05429343a8e1a5966e3bcf0,epsonscan2:Epson Perfection V850::esci2:usb:ES00FE:337,/data,{},DROSO_02_EQU_19_M,crop_2026-01-14_09-45-54.top_right_CROPNUMBER_6_UUID_DROSO_02_EQU_19_M.png,"[5288, 6208, 5601, 6579]",0.937092661857605,1.0,00_data/01_segmented/crops,00_data/01_segmented/crops/crop_2026-01-14_09-45-54.top_right_CROPNUMBER_6_UUID_DROSO_02_EQU_19_M.json,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_right_CROPNUMBER_6_UUID_DROSO_02_EQU_19_M.jpg,crops,,00_data/01_segmented/crops/crop_2026-01-14_09-45-54.top_right_CROPNUMBER_6_UUID_DROSO_02_EQU_19_M.png,0.6037735849056604,2.9448125,,56715,3.5732665429687502
2026-01-13T16:09:56.394761,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-13/2026-01-13_16-09-56/top_left,2026-01-13_16-09-56.top_left.jpg,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-13/2026-01-13_16-09-56/top_left/2026-01-13_16-09-56.top_left.jpg,2026-01-13_16-09-56.top_left.thumb.jpg,788d0971822fc839506e3180de7f3b36,top_left,"[22.0, 45.0, 110.0, 135.0]",jpg,3200,0,epsonscan2,esci2:usb:ES00FE:337,Epson Perfection V850,d3dbcf42e05429343a8e1a5966e3bcf0,epsonscan2:Epson Perfection V850::esci2:usb:ES00FE:337,/data,{},DROSO_01_MEL_19_F,crop_2026-01-13_16-09-56.top_left_CROPNUMBER_32_UUID_DROSO_01_MEL_19_F.png,"[5863, 6268, 6305, 6968]",0.9342623353004456,0.6028218259357906,00_data/01_segmented/crops,00_data/01_segmented/crops/crop_2026-01-13_16-09-56.top_left_CROPNUMBER_32_UUID_DROSO_01_MEL_19_F.json,00_data/02_resized/crops/crop_2026-01-13_16-09-56.top_left_CROPNUMBER_32_UUID_DROSO_01_MEL_19_F.jpg,crops,,00_data/01_segmented/crops/crop_2026-01-13_16-09-56.top_left_CROPNUMBER_32_UUID_DROSO_01_MEL_19_F.png,0.32,5.5562499999999995,,132628,8.356082078125
2026-01-14T10:08:42.445145,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_10-08-42/top_left,2026-01-14_10-08-42.top_left.jpg,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_10-08-42/top_left/2026-01-14_10-08-42.top_left.jpg,2026-01-14_10-08-42.top_left.thumb.jpg,ca83e877c3b684e1cdf163ccc7197cc6,top_left,"[22.0, 45.0, 110.0, 135.0]",jpg,3200,0,epsonscan2,esci2:usb:ES00FE:337,Epson Perfection V850,d3dbcf42e05429343a8e1a5966e3bcf0,epsonscan2:Epson Perfection V850::esci2:usb:ES00FE:337,/data,{},DROSO_01_VIR_19_F,crop_2026-01-14_10-08-42.top_left_CROPNUMBER_13_UUID_DROSO_01_VIR_19_F.png,"[7538, 6428, 7928, 7018]",0.9264518022537231,0.4017623182952236,00_data/01_segmented/crops,00_data/01_segmented/crops/crop_2026-01-14_10-08-42.top_left_CROPNUMBER_13_UUID_DROSO_01_VIR_19_F.json,00_data/02_resized/crops/crop_2026-01-14_10-08-42.top_left_CROPNUMBER_13_UUID_DROSO_01_VIR_19_F.jpg,crops,,00_data/01_segmented/crops/crop_2026-01-14_10-08-42.top_left_CROPNUMBER_13_UUID_DROSO_01_VIR_19_F.png,0.37966101694915255,4.683125,,101796,6.413545640625
2026-01-13T16:04:10.629205,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-13/2026-01-13_16-04-10/top_right,2026-01-13_16-04-10.top_right.jpg,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-13/2026-01-13_16-04-10/top_right/2026-01-13_16-04-10.top_right.jpg,2026-01-13_16-04-10.top_right.thumb.jpg,3126fa75aee2fe2913a08ebebfa0ed4f,top_right,"[110.5, 45.0, 200.0, 135.0]",jpg,3200,0,epsonscan2,esci2:usb:ES00FE:337,Epson Perfection V850,d3dbcf42e05429343a8e1a5966e3bcf0,epsonscan2:Epson Perfection V850::esci2:usb:ES00FE:337,/data,{},DROSO_05_SIM_19_M,crop_2026-01-13_16-04-10.top_right_CROPNUMBER_17_UUID_DROSO_05_SIM_19_M.png,"[3329, 6101, 3690, 6457]",0.926998734474182,1.0,00_data/01_segmented/crops,00_data/01_segmented/crops/crop_2026-01-13_16-04-10.top_right_CROPNUMBER_17_UUID_DROSO_05_SIM_19_M.json,00_data/02_resized/crops/crop_2026-01-13_16-04-10.top_right_CROPNUMBER_17_UUID_DROSO_05_SIM_19_M.jpg,crops,,00_data/01_segmented/crops/crop_2026-01-13_16-04-10.top_right_CROPNUMBER_17_UUID_DROSO_05_SIM_19_M.png,0.6204986149584487,2.8654374999999996,,63881,4.02475253515625
2026-01-14T13:43:30.881284,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_13-43-30/top_left,2026-01-14_13-43-30.top_left.jpg,/data/d3dbcf42e05429343a8e1a5966e3bcf0/Epson Perfection V850/2026-01-14/2026-01-14_13-43-30/top_left/2026-01-14_13-43-30.top_left.jpg,2026-01-14_13-43-30.top_left.thumb.jpg,40584edf00d2bbe7c6075988ad0bdbcf,top_left,"[22.0, 45.0, 110.0, 135.0]",jpg,3200,0,epsonscan2,esci2:usb:ES00FE:337,Epson Perfection V850,d3dbcf42e05429343a8e1a5966e3bcf0,epsonscan2:Epson Perfection V850::esci2:usb:ES00FE:337,/data,{},DROSO_08_MEL_28_F,crop_2026-01-14_13-43-30.top_left_CROPNUMBER_1_UUID_DROSO_08_MEL_28_F.png,"[4694, 7458, 5148, 7804]",0.9487820267677308,1.0,00_data/01_segmented/crops,00_data/01_segmented/crops/crop_2026-01-14_13-43-30.top_left_CROPNUMBER_1_UUID_DROSO_08_MEL_28_F.json,00_data/02_resized/crops/crop_2026-01-14_13-43-30.top_left_CROPNUMBER_1_UUID_DROSO_08_MEL_28_F.jpg,crops,,00_data/01_segmented/crops/crop_2026-01-14_13-43-30.top_left_CROPNUMBER_1_UUID_DROSO_08_MEL_28_F.png,0.4933920704845815,3.6036249999999996,,80831,5.09266874609375
